0.33,-0.31,
0.33,-0.31,
0.33,-0.31,
0.33,-0.31,
0.29,-0.31,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.29,-0.14,
0.27,-0.14,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.27,-0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.36,0.06,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.4,0.11,
0.49,0.11,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.49,0.22,
0.54,0.28,
0.54,0.28,
0.54,0.28,
0.54,0.28,
0.54,0.28,
0.54,0.28,
0.54,0.28,
0.38,0.28,
0.38,0.28,
0.38,0.08,
0.38,0.08,
0.38,0.08,
0.38,0.08,
0.38,0.08,
0.38,0.08,
0.38,0.08,
0.22,0.08,
0.22,0.08,
0.22,-0.26,
0.22,-0.26,
0.22,-0.26,
0.22,-0.26,
0.22,-0.26,
0.22,-0.26,
0.22,-0.26,
0.14,-0.26,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.14,-0.44,
0.18,-0.44,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.18,-0.4,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.2,-0.38,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.39,-0.09,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.43,0.15,
0.45,0.15,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.27,
0.45,0.13,
0.45,0.13,
0.45,0.13,
0.45,0.13,
0.45,0.13,
0.44,0.13,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.44,0.07,
0.37,0.07,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.37,-0.09,
0.34,-0.09,
0.34,-0.17,
0.34,-0.17,
0.34,-0.17,
0.34,-0.17,
0.34,-0.17,
0.34,-0.17,
0.34,-0.17,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.16,-0.22,
0.2,-0.22,
0.2,-0.13,
0.2,-0.13,
0.2,-0.13,
0.2,-0.13,
0.2,-0.13,
0.2,-0.13,
0.2,-0.13,
0.23,-0.13,
0.23,-0.13,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.23,-0.08,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.39,-0.2,
0.47,-0.2,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.47,-0.27,
0.32,-0.27,
0.32,-0.43,
0.32,-0.43,
0.32,-0.43,
0.32,-0.43,
0.32,-0.43,
0.32,-0.43,
0.32,-0.43,
0.12,-0.43,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.12,-0.3,
0.02,-0.3,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
0.02,-0.23,
-0.13,-0.23,
-0.13,-0.23,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.13,-0.13,
-0.21,-0.13,
-0.21,-0.08,
-0.21,-0.08,
-0.21,-0.08,
-0.21,-0.08,
-0.21,-0.08,
-0.21,-0.08,
-0.27,-0.08,
-0.27,-0.08,
-0.27,-0.08,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.27,-0.11,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.3,-0.12,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
-0.08,-0.35,
0.41,-0.35,
0.41,0.28,
0.41,0.28,
0.41,0.28,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
0.66,0.6,
1.4,0.6,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.4,1.78,
1.77,1.78,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.77,2.37,
1.95,2.37,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.95,2.46,
1.93,2.46,
1.93,2.36,
1.93,2.36,
1.93,2.36,
1.93,2.36,
1.93,2.36,
1.93,2.36,
1.93,2.36,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
1.92,2.31,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.58,3.49,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
2.91,4.08,
